,RequestName,SanctionName,similarityScore,requestID,lastName,firstName,wholeName,UID,LAST_NAME,FIRST_NAME
300,徐佘,徐峰,0.1947288311775958,EE123457,徐,佘,徐佘,2084,徐,峰
301,徐佘,徐红,0.18764189818137053,EE123457,徐,佘,徐佘,485,徐,红
302,徐佘,徐龙,0.1874561651494737,EE123457,徐,佘,徐佘,1652,徐,龙
303,佘余,余建忠,0.1522527851445147,EE123458,佘,余,佘余,1554,余,建忠
304,佘余,余建国,0.15170436062439815,EE123458,佘,余,佘余,2385,余,建国
305,佘余,余文军,0.15034191925512905,EE123458,佘,余,佘余,2114,余,文军
306,佘余,余志鹏,0.14621399132524712,EE123458,佘,余,佘余,2647,余,志鹏
307,佘余,余海兵,0.14412243104250558,EE123458,佘,余,佘余,2750,余,海兵
308,佘余,余龙飞,0.13828310189837084,EE123458,佘,余,佘余,2324,余,龙飞
309,李昌达,李明,0.40844803453856515,HH1234571,李,昌达,李昌达,1344,李,明
310,李昌达,李明,0.40844803453856515,HH1234572,李,昌达,李昌达,1344,李,明
311,李昌达,李明,0.40844803453856515,HH1234573,李,昌达,李昌达,1344,李,明
312,李昌达,李明,0.40844803453856515,HH1234574,李,昌達,李昌達,1344,李,明
313,李昌达,李明,0.40844803453856515,HH1234571,李,昌达,李昌达,1344,李,明
314,李昌达,李明,0.40844803453856515,HH1234572,李,昌达,李昌达,1344,李,明
315,李昌达,李明,0.40844803453856515,HH1234573,李,昌达,李昌达,1344,李,明
316,李昌达,李明,0.40844803453856515,HH1234574,李,昌達,李昌達,1344,李,明
317,李昌达,李明,0.40844803453856515,HH1234571,李,昌达,李昌达,1344,李,明
318,李昌达,李明,0.40844803453856515,HH1234572,李,昌达,李昌达,1344,李,明
319,李昌达,李明,0.40844803453856515,HH1234573,李,昌达,李昌达,1344,李,明
320,李昌达,李明,0.40844803453856515,HH1234574,李,昌達,李昌達,1344,李,明
321,李昌达,李明,0.40844803453856515,HH1234571,李,昌达,李昌达,1344,李,明
322,李昌达,李明,0.40844803453856515,HH1234572,李,昌达,李昌达,1344,李,明
323,李昌达,李明,0.40844803453856515,HH1234573,李,昌达,李昌达,1344,李,明
324,李昌达,李明,0.40844803453856515,HH1234574,李,昌達,李昌達,1344,李,明
325,李昌达,王达达,0.29480549732665845,HH1234571,李,昌达,李昌达,2518,王,达达
326,李昌达,王达达,0.29480549732665845,HH1234572,李,昌达,李昌达,2518,王,达达
327,李昌达,王达达,0.29480549732665845,HH1234573,李,昌达,李昌达,2518,王,达达
328,李昌达,王达达,0.29480549732665845,HH1234574,李,昌達,李昌達,2518,王,达达
329,李昌达,王达达,0.29480549732665845,HH1234571,李,昌达,李昌达,2518,王,达达
330,李昌达,王达达,0.29480549732665845,HH1234572,李,昌达,李昌达,2518,王,达达
331,李昌达,王达达,0.29480549732665845,HH1234573,李,昌达,李昌达,2518,王,达达
332,李昌达,王达达,0.29480549732665845,HH1234574,李,昌達,李昌達,2518,王,达达
333,李昌达,王达达,0.29480549732665845,HH1234571,李,昌达,李昌达,2518,王,达达
334,李昌达,王达达,0.29480549732665845,HH1234572,李,昌达,李昌达,2518,王,达达
335,李昌达,王达达,0.29480549732665845,HH1234573,李,昌达,李昌达,2518,王,达达
336,李昌达,王达达,0.29480549732665845,HH1234574,李,昌達,李昌達,2518,王,达达
337,李昌达,王达达,0.29480549732665845,HH1234571,李,昌达,李昌达,2518,王,达达
338,李昌达,王达达,0.29480549732665845,HH1234572,李,昌达,李昌达,2518,王,达达
339,李昌达,王达达,0.29480549732665845,HH1234573,李,昌达,李昌达,2518,王,达达
340,李昌达,王达达,0.29480549732665845,HH1234574,李,昌達,李昌達,2518,王,达达
341,细见达秀,王达达,0.2988724964342015,GG1234576,细见,达秀,细见达秀,2518,王,达达
342,细见达秀,王达达,0.2988724964342015,GG1234577,细见,达秀,细见达秀,2518,王,达达
343,细见达秀,王达达,0.2988724964342015,GG1234578,细见,达秀,细见达秀,2518,王,达达
344,细见达秀,王达达,0.2988724964342015,GG1234576,细见,达秀,细见达秀,2518,王,达达
345,细见达秀,王达达,0.2988724964342015,GG1234577,细见,达秀,细见达秀,2518,王,达达
346,细见达秀,王达达,0.2988724964342015,GG1234578,细见,达秀,细见达秀,2518,王,达达
347,细见达秀,王达达,0.2988724964342015,GG1234576,细见,达秀,细见达秀,2518,王,达达
348,细见达秀,王达达,0.2988724964342015,GG1234577,细见,达秀,细见达秀,2518,王,达达
349,细见达秀,王达达,0.2988724964342015,GG1234578,细见,达秀,细见达秀,2518,王,达达
350,李昌达,李晶,0.28311237104273634,HH1234571,李,昌达,李昌达,1109,李,晶
351,李昌达,李晶,0.28311237104273634,HH1234572,李,昌达,李昌达,1109,李,晶
352,李昌达,李晶,0.28311237104273634,HH1234573,李,昌达,李昌达,1109,李,晶
353,李昌达,李晶,0.28311237104273634,HH1234574,李,昌達,李昌達,1109,李,晶
354,李昌达,李晶,0.28311237104273634,HH1234571,李,昌达,李昌达,1109,李,晶
355,李昌达,李晶,0.28311237104273634,HH1234572,李,昌达,李昌达,1109,李,晶
356,李昌达,李晶,0.28311237104273634,HH1234573,李,昌达,李昌达,1109,李,晶
357,李昌达,李晶,0.28311237104273634,HH1234574,李,昌達,李昌達,1109,李,晶
358,李昌达,李晶,0.28311237104273634,HH1234571,李,昌达,李昌达,1109,李,晶
359,李昌达,李晶,0.28311237104273634,HH1234572,李,昌达,李昌达,1109,李,晶
360,李昌达,李晶,0.28311237104273634,HH1234573,李,昌达,李昌达,1109,李,晶
361,李昌达,李晶,0.28311237104273634,HH1234574,李,昌達,李昌達,1109,李,晶
362,李昌达,李晶,0.28311237104273634,HH1234571,李,昌达,李昌达,1109,李,晶
363,李昌达,李晶,0.28311237104273634,HH1234572,李,昌达,李昌达,1109,李,晶
364,李昌达,李晶,0.28311237104273634,HH1234573,李,昌达,李昌达,1109,李,晶
365,李昌达,李晶,0.28311237104273634,HH1234574,李,昌達,李昌達,1109,李,晶
366,细见达秀,细见达秀,1.0,GG1234576,细见,达秀,细见达秀,2970,细见,达秀
367,细见达秀,细见达秀,1.0,GG1234577,细见,达秀,细见达秀,2970,细见,达秀
368,细见达秀,细见达秀,1.0,GG1234578,细见,达秀,细见达秀,2970,细见,达秀
369,细见达秀,细见达秀,1.0,GG1234576,细见,达秀,细见达秀,2970,细见,达秀
370,细见达秀,细见达秀,1.0,GG1234577,细见,达秀,细见达秀,2970,细见,达秀
371,细见达秀,细见达秀,1.0,GG1234578,细见,达秀,细见达秀,2970,细见,达秀
372,细见达秀,细见达秀,1.0,GG1234576,细见,达秀,细见达秀,2970,细见,达秀
373,细见达秀,细见达秀,1.0,GG1234577,细见,达秀,细见达秀,2970,细见,达秀
374,细见达秀,细见达秀,1.0,GG1234578,细见,达秀,细见达秀,2970,细见,达秀
375,细见达秀,庄达生,0.22731295616571368,GG1234576,细见,达秀,细见达秀,2904,庄,达生
376,细见达秀,庄达生,0.22731295616571368,GG1234577,细见,达秀,细见达秀,2904,庄,达生
377,细见达秀,庄达生,0.22731295616571368,GG1234578,细见,达秀,细见达秀,2904,庄,达生
378,细见达秀,庄达生,0.22731295616571368,GG1234576,细见,达秀,细见达秀,2904,庄,达生
379,细见达秀,庄达生,0.22731295616571368,GG1234577,细见,达秀,细见达秀,2904,庄,达生
380,细见达秀,庄达生,0.22731295616571368,GG1234578,细见,达秀,细见达秀,2904,庄,达生
381,细见达秀,庄达生,0.22731295616571368,GG1234576,细见,达秀,细见达秀,2904,庄,达生
382,细见达秀,庄达生,0.22731295616571368,GG1234577,细见,达秀,细见达秀,2904,庄,达生
383,细见达秀,庄达生,0.22731295616571368,GG1234578,细见,达秀,细见达秀,2904,庄,达生
384,细见达秀,袁达明,0.21849964981926084,GG1234576,细见,达秀,细见达秀,1503,袁,达明
385,细见达秀,袁达明,0.21849964981926084,GG1234577,细见,达秀,细见达秀,1503,袁,达明
386,细见达秀,袁达明,0.21849964981926084,GG1234578,细见,达秀,细见达秀,1503,袁,达明
387,细见达秀,袁达明,0.21849964981926084,GG1234576,细见,达秀,细见达秀,1503,袁,达明
388,细见达秀,袁达明,0.21849964981926084,GG1234577,细见,达秀,细见达秀,1503,袁,达明
389,细见达秀,袁达明,0.21849964981926084,GG1234578,细见,达秀,细见达秀,1503,袁,达明
390,细见达秀,袁达明,0.21849964981926084,GG1234576,细见,达秀,细见达秀,1503,袁,达明
391,细见达秀,袁达明,0.21849964981926084,GG1234577,细见,达秀,细见达秀,1503,袁,达明
392,细见达秀,袁达明,0.21849964981926084,GG1234578,细见,达秀,细见达秀,1503,袁,达明
393,细见达秀,贺达园,0.21515091087455396,GG1234576,细见,达秀,细见达秀,1851,贺,达园
394,细见达秀,贺达园,0.21515091087455396,GG1234577,细见,达秀,细见达秀,1851,贺,达园
395,细见达秀,贺达园,0.21515091087455396,GG1234578,细见,达秀,细见达秀,1851,贺,达园
396,细见达秀,贺达园,0.21515091087455396,GG1234576,细见,达秀,细见达秀,1851,贺,达园
397,细见达秀,贺达园,0.21515091087455396,GG1234577,细见,达秀,细见达秀,1851,贺,达园
398,细见达秀,贺达园,0.21515091087455396,GG1234578,细见,达秀,细见达秀,1851,贺,达园
399,细见达秀,贺达园,0.21515091087455396,GG1234576,细见,达秀,细见达秀,1851,贺,达园
400,细见达秀,贺达园,0.21515091087455396,GG1234577,细见,达秀,细见达秀,1851,贺,达园
401,细见达秀,贺达园,0.21515091087455396,GG1234578,细见,达秀,细见达秀,1851,贺,达园
402,细见达秀,伊藤达一,0.1775439535054396,GG1234576,细见,达秀,细见达秀,2509,伊藤,达一
403,细见达秀,伊藤达一,0.1775439535054396,GG1234577,细见,达秀,细见达秀,2509,伊藤,达一
404,细见达秀,伊藤达一,0.1775439535054396,GG1234578,细见,达秀,细见达秀,2509,伊藤,达一
405,细见达秀,伊藤达一,0.1775439535054396,GG1234576,细见,达秀,细见达秀,2509,伊藤,达一
406,细见达秀,伊藤达一,0.1775439535054396,GG1234577,细见,达秀,细见达秀,2509,伊藤,达一
407,细见达秀,伊藤达一,0.1775439535054396,GG1234578,细见,达秀,细见达秀,2509,伊藤,达一
408,细见达秀,伊藤达一,0.1775439535054396,GG1234576,细见,达秀,细见达秀,2509,伊藤,达一
409,细见达秀,伊藤达一,0.1775439535054396,GG1234577,细见,达秀,细见达秀,2509,伊藤,达一
410,细见达秀,伊藤达一,0.1775439535054396,GG1234578,细见,达秀,细见达秀,2509,伊藤,达一
411,细见达秀,邓细文,0.1395702580693782,GG1234576,细见,达秀,细见达秀,165,邓,细文
412,细见达秀,邓细文,0.1395702580693782,GG1234577,细见,达秀,细见达秀,165,邓,细文
413,细见达秀,邓细文,0.1395702580693782,GG1234578,细见,达秀,细见达秀,165,邓,细文
414,细见达秀,邓细文,0.1395702580693782,GG1234576,细见,达秀,细见达秀,165,邓,细文
415,细见达秀,邓细文,0.1395702580693782,GG1234577,细见,达秀,细见达秀,165,邓,细文
416,细见达秀,邓细文,0.1395702580693782,GG1234578,细见,达秀,细见达秀,165,邓,细文
417,细见达秀,邓细文,0.1395702580693782,GG1234576,细见,达秀,细见达秀,165,邓,细文
418,细见达秀,邓细文,0.1395702580693782,GG1234577,细见,达秀,细见达秀,165,邓,细文
419,细见达秀,邓细文,0.1395702580693782,GG1234578,细见,达秀,细见达秀,165,邓,细文
420,细见达秀,袁秀秀,0.13465470028702856,GG1234576,细见,达秀,细见达秀,288,袁,秀秀
421,细见达秀,袁秀秀,0.13465470028702856,GG1234577,细见,达秀,细见达秀,288,袁,秀秀
422,细见达秀,袁秀秀,0.13465470028702856,GG1234578,细见,达秀,细见达秀,288,袁,秀秀
423,细见达秀,袁秀秀,0.13465470028702856,GG1234576,细见,达秀,细见达秀,288,袁,秀秀
424,细见达秀,袁秀秀,0.13465470028702856,GG1234577,细见,达秀,细见达秀,288,袁,秀秀
425,细见达秀,袁秀秀,0.13465470028702856,GG1234578,细见,达秀,细见达秀,288,袁,秀秀
426,细见达秀,袁秀秀,0.13465470028702856,GG1234576,细见,达秀,细见达秀,288,袁,秀秀
427,细见达秀,袁秀秀,0.13465470028702856,GG1234577,细见,达秀,细见达秀,288,袁,秀秀
428,细见达秀,袁秀秀,0.13465470028702856,GG1234578,细见,达秀,细见达秀,288,袁,秀秀
429,细见达秀,张秀,0.13265814667282808,GG1234576,细见,达秀,细见达秀,192,张,秀
430,细见达秀,张秀,0.13265814667282808,GG1234577,细见,达秀,细见达秀,192,张,秀
431,细见达秀,张秀,0.13265814667282808,GG1234578,细见,达秀,细见达秀,192,张,秀
432,细见达秀,张秀,0.13265814667282808,GG1234576,细见,达秀,细见达秀,192,张,秀
433,细见达秀,张秀,0.13265814667282808,GG1234577,细见,达秀,细见达秀,192,张,秀
434,细见达秀,张秀,0.13265814667282808,GG1234578,细见,达秀,细见达秀,192,张,秀
435,细见达秀,张秀,0.13265814667282808,GG1234576,细见,达秀,细见达秀,192,张,秀
436,细见达秀,张秀,0.13265814667282808,GG1234577,细见,达秀,细见达秀,192,张,秀
437,细见达秀,张秀,0.13265814667282808,GG1234578,细见,达秀,细见达秀,192,张,秀
438,细见达秀,周细阳,0.13121903933031814,GG1234576,细见,达秀,细见达秀,232,周,细阳
439,细见达秀,周细阳,0.13121903933031814,GG1234577,细见,达秀,细见达秀,232,周,细阳
440,细见达秀,周细阳,0.13121903933031814,GG1234578,细见,达秀,细见达秀,232,周,细阳
441,细见达秀,周细阳,0.13121903933031814,GG1234576,细见,达秀,细见达秀,232,周,细阳
442,细见达秀,周细阳,0.13121903933031814,GG1234577,细见,达秀,细见达秀,232,周,细阳
443,细见达秀,周细阳,0.13121903933031814,GG1234578,细见,达秀,细见达秀,232,周,细阳
444,细见达秀,周细阳,0.13121903933031814,GG1234576,细见,达秀,细见达秀,232,周,细阳
445,细见达秀,周细阳,0.13121903933031814,GG1234577,细见,达秀,细见达秀,232,周,细阳
446,细见达秀,周细阳,0.13121903933031814,GG1234578,细见,达秀,细见达秀,232,周,细阳
447,陈章华,陈章华,0.9999999999999999,FF1234579,陈,章华,陈章华,19,陈,章华
448,陈章华,陈章华,0.9999999999999999,FF1234580,陳,章华,陳章华,19,陈,章华
449,陈章华,陈章华,0.9999999999999999,FF1234581,陈,章華,陈章華,19,陈,章华
450,陈章华,陈章华,0.9999999999999999,FF1234579,陈,章华,陈章华,19,陈,章华
451,陈章华,陈章华,0.9999999999999999,FF1234580,陳,章华,陳章华,19,陈,章华
452,陈章华,陈章华,0.9999999999999999,FF1234581,陈,章華,陈章華,19,陈,章华
453,陈章华,陈章华,0.9999999999999999,FF1234579,陈,章华,陈章华,19,陈,章华
454,陈章华,陈章华,0.9999999999999999,FF1234580,陳,章华,陳章华,19,陈,章华
455,陈章华,陈章华,0.9999999999999999,FF1234581,陈,章華,陈章華,19,陈,章华
456,陈章华,钱章兴,0.32408708597967417,FF1234579,陈,章华,陈章华,1832,钱,章兴
457,陈章华,钱章兴,0.32408708597967417,FF1234580,陳,章华,陳章华,1832,钱,章兴
458,陈章华,钱章兴,0.32408708597967417,FF1234581,陈,章華,陈章華,1832,钱,章兴
459,陈章华,钱章兴,0.32408708597967417,FF1234579,陈,章华,陈章华,1832,钱,章兴
460,陈章华,钱章兴,0.32408708597967417,FF1234580,陳,章华,陳章华,1832,钱,章兴
461,陈章华,钱章兴,0.32408708597967417,FF1234581,陈,章華,陈章華,1832,钱,章兴
462,陈章华,钱章兴,0.32408708597967417,FF1234579,陈,章华,陈章华,1832,钱,章兴
463,陈章华,钱章兴,0.32408708597967417,FF1234580,陳,章华,陳章华,1832,钱,章兴
464,陈章华,钱章兴,0.32408708597967417,FF1234581,陈,章華,陈章華,1832,钱,章兴
465,陈章华,黄章滨,0.302394318451941,FF1234579,陈,章华,陈章华,1488,黄,章滨
466,陈章华,黄章滨,0.302394318451941,FF1234580,陳,章华,陳章华,1488,黄,章滨
467,陈章华,黄章滨,0.302394318451941,FF1234581,陈,章華,陈章華,1488,黄,章滨
468,陈章华,黄章滨,0.302394318451941,FF1234579,陈,章华,陈章华,1488,黄,章滨
469,陈章华,黄章滨,0.302394318451941,FF1234580,陳,章华,陳章华,1488,黄,章滨
470,陈章华,黄章滨,0.302394318451941,FF1234581,陈,章華,陈章華,1488,黄,章滨
471,陈章华,黄章滨,0.302394318451941,FF1234579,陈,章华,陈章华,1488,黄,章滨
472,陈章华,黄章滨,0.302394318451941,FF1234580,陳,章华,陳章华,1488,黄,章滨
473,陈章华,黄章滨,0.302394318451941,FF1234581,陈,章華,陈章華,1488,黄,章滨
474,陈章华,陈华,0.22385381630756784,FF1234579,陈,章华,陈章华,2920,陈,华
475,陈章华,陈华,0.22385381630756784,FF1234580,陳,章华,陳章华,2920,陈,华
476,陈章华,陈华,0.22385381630756784,FF1234581,陈,章華,陈章華,2920,陈,华
477,陈章华,陈华,0.22385381630756784,FF1234579,陈,章华,陈章华,2920,陈,华
478,陈章华,陈华,0.22385381630756784,FF1234580,陳,章华,陳章华,2920,陈,华
479,陈章华,陈华,0.22385381630756784,FF1234581,陈,章華,陈章華,2920,陈,华
480,陈章华,陈华,0.22385381630756784,FF1234579,陈,章华,陈章华,2920,陈,华
481,陈章华,陈华,0.22385381630756784,FF1234580,陳,章华,陳章华,2920,陈,华
482,陈章华,陈华,0.22385381630756784,FF1234581,陈,章華,陈章華,2920,陈,华
483,陈章华,刘国章,0.18828396390727553,FF1234579,陈,章华,陈章华,2589,刘,国章
484,陈章华,刘国章,0.18828396390727553,FF1234580,陳,章华,陳章华,2589,刘,国章
485,陈章华,刘国章,0.18828396390727553,FF1234581,陈,章華,陈章華,2589,刘,国章
486,陈章华,刘国章,0.18828396390727553,FF1234579,陈,章华,陈章华,2589,刘,国章
487,陈章华,刘国章,0.18828396390727553,FF1234580,陳,章华,陳章华,2589,刘,国章
488,陈章华,刘国章,0.18828396390727553,FF1234581,陈,章華,陈章華,2589,刘,国章
489,陈章华,刘国章,0.18828396390727553,FF1234579,陈,章华,陈章华,2589,刘,国章
490,陈章华,刘国章,0.18828396390727553,FF1234580,陳,章华,陳章华,2589,刘,国章
491,陈章华,刘国章,0.18828396390727553,FF1234581,陈,章華,陈章華,2589,刘,国章
492,陈章华,章建锋,0.18269652423398886,FF1234579,陈,章华,陈章华,1237,章,建锋
493,陈章华,章建锋,0.18269652423398886,FF1234580,陳,章华,陳章华,1237,章,建锋
494,陈章华,章建锋,0.18269652423398886,FF1234581,陈,章華,陈章華,1237,章,建锋
495,陈章华,章建锋,0.18269652423398886,FF1234579,陈,章华,陈章华,1237,章,建锋
496,陈章华,章建锋,0.18269652423398886,FF1234580,陳,章华,陳章华,1237,章,建锋
497,陈章华,章建锋,0.18269652423398886,FF1234581,陈,章華,陈章華,1237,章,建锋
498,陈章华,章建锋,0.18269652423398886,FF1234579,陈,章华,陈章华,1237,章,建锋
499,陈章华,章建锋,0.18269652423398886,FF1234580,陳,章华,陳章华,1237,章,建锋
500,陈章华,章建锋,0.18269652423398886,FF1234581,陈,章華,陈章華,1237,章,建锋
501,陈章华,章培玉,0.17055363830906953,FF1234579,陈,章华,陈章华,2028,章,培玉
502,陈章华,章培玉,0.17055363830906953,FF1234580,陳,章华,陳章华,2028,章,培玉
503,陈章华,章培玉,0.17055363830906953,FF1234581,陈,章華,陈章華,2028,章,培玉
504,陈章华,章培玉,0.17055363830906953,FF1234579,陈,章华,陈章华,2028,章,培玉
505,陈章华,章培玉,0.17055363830906953,FF1234580,陳,章华,陳章华,2028,章,培玉
506,陈章华,章培玉,0.17055363830906953,FF1234581,陈,章華,陈章華,2028,章,培玉
507,陈章华,章培玉,0.17055363830906953,FF1234579,陈,章华,陈章华,2028,章,培玉
508,陈章华,章培玉,0.17055363830906953,FF1234580,陳,章华,陳章华,2028,章,培玉
509,陈章华,章培玉,0.17055363830906953,FF1234581,陈,章華,陈章華,2028,章,培玉
510,陈章华,窦文章,0.16500151027098464,FF1234579,陈,章华,陈章华,2318,窦,文章
511,陈章华,窦文章,0.16500151027098464,FF1234580,陳,章华,陳章华,2318,窦,文章
512,陈章华,窦文章,0.16500151027098464,FF1234581,陈,章華,陈章華,2318,窦,文章
513,陈章华,窦文章,0.16500151027098464,FF1234579,陈,章华,陈章华,2318,窦,文章
514,陈章华,窦文章,0.16500151027098464,FF1234580,陳,章华,陳章华,2318,窦,文章
515,陈章华,窦文章,0.16500151027098464,FF1234581,陈,章華,陈章華,2318,窦,文章
516,陈章华,窦文章,0.16500151027098464,FF1234579,陈,章华,陈章华,2318,窦,文章
517,陈章华,窦文章,0.16500151027098464,FF1234580,陳,章华,陳章华,2318,窦,文章
518,陈章华,窦文章,0.16500151027098464,FF1234581,陈,章華,陈章華,2318,窦,文章
519,陈章华,魏焕章,0.15447793288204667,FF1234579,陈,章华,陈章华,1968,魏,焕章
520,陈章华,魏焕章,0.15447793288204667,FF1234580,陳,章华,陳章华,1968,魏,焕章
521,陈章华,魏焕章,0.15447793288204667,FF1234581,陈,章華,陈章華,1968,魏,焕章
522,陈章华,魏焕章,0.15447793288204667,FF1234579,陈,章华,陈章华,1968,魏,焕章
523,陈章华,魏焕章,0.15447793288204667,FF1234580,陳,章华,陳章华,1968,魏,焕章
524,陈章华,魏焕章,0.15447793288204667,FF1234581,陈,章華,陈章華,1968,魏,焕章
525,陈章华,魏焕章,0.15447793288204667,FF1234579,陈,章华,陈章华,1968,魏,焕章
526,陈章华,魏焕章,0.15447793288204667,FF1234580,陳,章华,陳章华,1968,魏,焕章
527,陈章华,魏焕章,0.15447793288204667,FF1234581,陈,章華,陈章華,1968,魏,焕章
